,Time,1,2,3,4
S/N,,720479,720479,720479,720479
Type,,TGP-4500,TGP-4500,TGP-4500,TGP-4500
Description,,Light Interception #2,Light Interception #2,Light Interception #2,Light Interception #2
Property,,Maximum Temperature,Temperature,Maximum Humidity,Humidity
1471,2014-07-23 00:52:57,20.844 °C,20.840 °C,73.0 %RH,73.0 %RH
1472,2014-07-23 00:53:27,20.843 °C,20.840 °C,73.0 %RH,73.0 %RH
1473,2014-07-23 00:53:57,20.843 °C,20.837 °C,73.0 %RH,73.0 %RH
1474,2014-07-23 00:54:27,20.841 °C,20.835 °C,73.0 %RH,73.0 %RH
1475,2014-07-23 00:54:57,20.843 °C,20.838 °C,73.0 %RH,73.0 %RH
1476,2014-07-23 00:55:27,20.841 °C,20.838 °C,73.0 %RH,73.0 %RH
1477,2014-07-23 00:55:57,20.843 °C,20.838 °C,73.0 %RH,73.0 %RH
1478,2014-07-23 00:56:27,20.841 °C,20.838 °C,73.0 %RH,73.0 %RH
1479,2014-07-23 00:56:57,20.841 °C,20.838 °C,73.0 %RH,73.0 %RH
1480,2014-07-23 00:57:27,20.841 °C,20.835 °C,73.0 %RH,73.0 %RH
1481,2014-07-23 00:57:57,20.840 °C,20.837 °C,73.0 %RH,73.0 %RH
1482,2014-07-23 00:58:27,20.838 °C,20.837 °C,73.0 %RH,73.0 %RH
1483,2014-07-23 00:58:57,20.838 °C,20.835 °C,73.0 %RH,73.0 %RH
1484,2014-07-23 00:59:27,20.838 °C,20.835 °C,73.0 %RH,73.0 %RH
1485,2014-07-23 00:59:57,20.837 °C,20.834 °C,73.0 %RH,73.0 %RH
1486,2014-07-23 01:00:27,20.837 °C,20.834 °C,73.0 %RH,73.0 %RH
1487,2014-07-23 01:00:57,20.838 °C,20.835 °C,73.0 %RH,73.0 %RH
1488,2014-07-23 01:01:27,20.837 °C,20.837 °C,73.0 %RH,73.0 %RH
1489,2014-07-23 01:01:57,20.837 °C,20.835 °C,73.0 %RH,73.0 %RH
1490,2014-07-23 01:02:27,20.835 °C,20.831 °C,73.0 %RH,73.0 %RH
1491,2014-07-23 01:02:57,20.835 °C,20.833 °C,73.0 %RH,73.0 %RH
1492,2014-07-23 01:03:27,20.837 °C,20.833 °C,73.0 %RH,73.0 %RH
1493,2014-07-23 01:03:57,20.835 °C,20.834 °C,73.0 %RH,73.0 %RH
1494,2014-07-23 01:04:27,20.835 °C,20.830 °C,73.0 %RH,73.0 %RH
1495,2014-07-23 01:04:57,20.835 °C,20.834 °C,73.0 %RH,73.0 %RH
1496,2014-07-23 01:05:27,20.834 °C,20.828 °C,73.0 %RH,73.0 %RH
1497,2014-07-23 01:05:57,20.835 °C,20.831 °C,73.0 %RH,73.0 %RH
1498,2014-07-23 01:06:27,20.834 °C,20.828 °C,73.0 %RH,73.0 %RH
1499,2014-07-23 01:06:57,20.833 °C,20.831 °C,73.0 %RH,73.0 %RH
1500,2014-07-23 01:07:27,20.834 °C,20.831 °C,73.0 %RH,73.0 %RH
1501,2014-07-23 01:07:57,20.833 °C,20.831 °C,73.0 %RH,73.0 %RH
1502,2014-07-23 01:08:27,20.833 °C,20.830 °C,73.0 %RH,73.0 %RH
1503,2014-07-23 01:08:57,20.833 °C,20.828 °C,73.3 %RH,73.0 %RH
1504,2014-07-23 01:09:27,20.831 °C,20.827 °C,73.0 %RH,73.0 %RH
1505,2014-07-23 01:09:57,20.831 °C,20.827 °C,73.0 %RH,73.0 %RH
1506,2014-07-23 01:10:27,20.830 °C,20.828 °C,73.0 %RH,73.0 %RH
1507,2014-07-23 01:10:57,20.831 °C,20.828 °C,73.0 %RH,73.0 %RH
1508,2014-07-23 01:11:27,20.831 °C,20.831 °C,73.0 %RH,73.0 %RH
1509,2014-07-23 01:11:57,20.831 °C,20.828 °C,73.0 %RH,73.0 %RH
1510,2014-07-23 01:12:27,20.831 °C,20.830 °C,73.0 %RH,73.0 %RH
1511,2014-07-23 01:12:57,20.831 °C,20.831 °C,73.0 %RH,73.0 %RH
1512,2014-07-23 01:13:27,20.831 °C,20.825 °C,73.0 %RH,73.0 %RH
1513,2014-07-23 01:13:57,20.831 °C,20.828 °C,73.0 %RH,73.0 %RH
1514,2014-07-23 01:14:27,20.831 °C,20.827 °C,73.0 %RH,73.0 %RH
1515,2014-07-23 01:14:57,20.830 °C,20.825 °C,73.3 %RH,73.0 %RH
1516,2014-07-23 01:15:27,20.830 °C,20.828 °C,73.3 %RH,73.0 %RH
1517,2014-07-23 01:15:57,20.830 °C,20.828 °C,73.3 %RH,73.0 %RH
1518,2014-07-23 01:16:27,20.830 °C,20.825 °C,73.3 %RH,73.3 %RH
1519,2014-07-23 01:16:57,20.830 °C,20.827 °C,73.3 %RH,73.0 %RH
1520,2014-07-23 01:17:27,20.831 °C,20.825 °C,73.3 %RH,73.3 %RH
1521,2014-07-23 01:17:57,20.828 °C,20.828 °C,73.3 %RH,73.0 %RH
1522,2014-07-23 01:18:27,20.827 °C,20.822 °C,73.3 %RH,73.3 %RH
1523,2014-07-23 01:18:57,20.828 °C,20.827 °C,73.3 %RH,73.0 %RH
1524,2014-07-23 01:19:27,20.828 °C,20.822 °C,73.3 %RH,73.3 %RH
1525,2014-07-23 01:19:57,20.828 °C,20.822 °C,73.3 %RH,73.3 %RH
1526,2014-07-23 01:20:27,20.828 °C,20.822 °C,73.3 %RH,73.0 %RH
1527,2014-07-23 01:20:57,20.828 °C,20.824 °C,73.3 %RH,73.3 %RH
1528,2014-07-23 01:21:27,20.828 °C,20.822 °C,73.3 %RH,73.3 %RH
1529,2014-07-23 01:21:57,20.830 °C,20.822 °C,73.3 %RH,73.3 %RH
1530,2014-07-23 01:22:27,20.828 °C,20.824 °C,73.3 %RH,73.3 %RH
1531,2014-07-23 01:22:57,20.828 °C,20.822 °C,73.3 %RH,73.3 %RH
1532,2014-07-23 01:23:27,20.830 °C,20.824 °C,73.3 %RH,73.3 %RH
1533,2014-07-23 01:23:57,20.827 °C,20.824 °C,73.3 %RH,73.3 %RH
1534,2014-07-23 01:24:27,20.825 °C,20.822 °C,73.3 %RH,73.3 %RH
1535,2014-07-23 01:24:57,20.824 °C,20.821 °C,73.3 %RH,73.3 %RH
1536,2014-07-23 01:25:27,20.830 °C,20.822 °C,73.3 %RH,73.3 %RH
1537,2014-07-23 01:25:57,20.825 °C,20.824 °C,73.3 %RH,73.3 %RH
1538,2014-07-23 01:26:27,20.824 °C,20.821 °C,73.3 %RH,73.3 %RH
1539,2014-07-23 01:26:57,20.822 °C,20.821 °C,73.3 %RH,73.3 %RH
1540,2014-07-23 01:27:27,20.824 °C,20.821 °C,73.3 %RH,73.3 %RH
1541,2014-07-23 01:27:57,20.822 °C,20.821 °C,73.3 %RH,73.3 %RH
1542,2014-07-23 01:28:27,20.822 °C,20.821 °C,73.3 %RH,73.3 %RH
1543,2014-07-23 01:28:57,20.822 °C,20.820 °C,73.3 %RH,73.3 %RH
1544,2014-07-23 01:29:27,20.822 °C,20.820 °C,73.3 %RH,73.3 %RH
1545,2014-07-23 01:29:57,20.822 °C,20.820 °C,73.3 %RH,73.3 %RH
1546,2014-07-23 01:30:27,20.822 °C,20.817 °C,73.3 %RH,73.3 %RH
1547,2014-07-23 01:30:57,20.822 °C,20.820 °C,73.3 %RH,73.3 %RH
1548,2014-07-23 01:31:27,20.822 °C,20.818 °C,73.3 %RH,73.3 %RH
1549,2014-07-23 01:31:57,20.822 °C,20.818 °C,73.3 %RH,73.3 %RH
1550,2014-07-23 01:32:27,20.822 °C,20.818 °C,73.3 %RH,73.3 %RH
1551,2014-07-23 01:32:57,20.821 °C,20.817 °C,73.3 %RH,73.3 %RH
1552,2014-07-23 01:33:27,20.822 °C,20.821 °C,73.3 %RH,73.3 %RH
1553,2014-07-23 01:33:57,20.822 °C,20.820 °C,73.3 %RH,73.3 %RH
1554,2014-07-23 01:34:27,20.821 °C,20.818 °C,73.3 %RH,73.3 %RH
1555,2014-07-23 01:34:57,20.822 °C,20.818 °C,73.3 %RH,73.3 %RH
1556,2014-07-23 01:35:27,20.821 °C,20.821 °C,73.3 %RH,73.3 %RH
1557,2014-07-23 01:35:57,20.822 °C,20.817 °C,73.3 %RH,73.3 %RH
1558,2014-07-23 01:36:27,20.821 °C,20.815 °C,73.3 %RH,73.3 %RH
1559,2014-07-23 01:36:57,20.821 °C,20.817 °C,73.3 %RH,73.3 %RH
1560,2014-07-23 01:37:27,20.822 °C,20.818 °C,73.3 %RH,73.3 %RH
1561,2014-07-23 01:37:57,20.822 °C,20.818 °C,73.3 %RH,73.3 %RH
1562,2014-07-23 01:38:27,20.821 °C,20.817 °C,73.3 %RH,73.3 %RH
1563,2014-07-23 01:38:57,20.821 °C,20.821 °C,73.3 %RH,73.3 %RH
1564,2014-07-23 01:39:27,20.821 °C,20.814 °C,73.3 %RH,73.3 %RH
1565,2014-07-23 01:39:57,20.820 °C,20.815 °C,73.3 %RH,73.3 %RH
1566,2014-07-23 01:40:27,20.821 °C,20.817 °C,73.3 %RH,73.3 %RH
1567,2014-07-23 01:40:57,20.821 °C,20.815 °C,73.3 %RH,73.3 %RH
1568,2014-07-23 01:41:27,20.820 °C,20.815 °C,73.3 %RH,73.3 %RH
1569,2014-07-23 01:41:57,20.821 °C,20.817 °C,73.3 %RH,73.3 %RH
1570,2014-07-23 01:42:27,20.821 °C,20.818 °C,73.3 %RH,73.3 %RH
1571,2014-07-23 01:42:57,20.820 °C,20.815 °C,73.3 %RH,73.3 %RH
1572,2014-07-23 01:43:27,20.821 °C,20.815 °C,73.3 %RH,73.3 %RH
1573,2014-07-23 01:43:57,20.818 °C,20.814 °C,73.3 %RH,73.3 %RH
1574,2014-07-23 01:44:27,20.820 °C,20.814 °C,73.3 %RH,73.3 %RH
1575,2014-07-23 01:44:57,20.818 °C,20.815 °C,73.3 %RH,73.3 %RH
1576,2014-07-23 01:45:27,20.817 °C,20.814 °C,73.3 %RH,73.3 %RH
1577,2014-07-23 01:45:57,20.818 °C,20.812 °C,73.3 %RH,73.3 %RH
1578,2014-07-23 01:46:27,20.818 °C,20.815 °C,73.3 %RH,73.3 %RH
1579,2014-07-23 01:46:57,20.817 °C,20.815 °C,73.3 %RH,73.3 %RH
1580,2014-07-23 01:47:27,20.818 °C,20.815 °C,73.3 %RH,73.3 %RH
1581,2014-07-23 01:47:57,20.817 °C,20.815 °C,73.3 %RH,73.3 %RH
1582,2014-07-23 01:48:27,20.817 °C,20.814 °C,73.3 %RH,73.3 %RH
1583,2014-07-23 01:48:57,20.818 °C,20.817 °C,73.3 %RH,73.3 %RH
1584,2014-07-23 01:49:27,20.818 °C,20.814 °C,73.3 %RH,73.3 %RH
1585,2014-07-23 01:49:57,20.817 °C,20.815 °C,73.3 %RH,73.3 %RH
1586,2014-07-23 01:50:27,20.817 °C,20.814 °C,73.3 %RH,73.3 %RH
1587,2014-07-23 01:50:57,20.818 °C,20.814 °C,73.3 %RH,73.3 %RH
1588,2014-07-23 01:51:27,20.817 °C,20.815 °C,73.3 %RH,73.3 %RH
1589,2014-07-23 01:51:57,20.818 °C,20.815 °C,73.3 %RH,73.3 %RH
1590,2014-07-23 01:52:27,20.817 °C,20.815 °C,73.3 %RH,73.3 %RH
1591,2014-07-23 01:52:57,20.817 °C,20.814 °C,73.3 %RH,73.3 %RH
1592,2014-07-23 01:53:27,20.817 °C,20.812 °C,73.3 %RH,73.3 %RH
1593,2014-07-23 01:53:57,20.817 °C,20.814 °C,73.3 %RH,73.3 %RH
1594,2014-07-23 01:54:27,20.815 °C,20.815 °C,73.3 %RH,73.3 %RH
1595,2014-07-23 01:54:57,20.815 °C,20.812 °C,73.3 %RH,73.3 %RH
1596,2014-07-23 01:55:27,20.817 °C,20.814 °C,73.3 %RH,73.3 %RH
1597,2014-07-23 01:55:57,20.817 °C,20.817 °C,73.3 %RH,73.3 %RH
1598,2014-07-23 01:56:27,20.815 °C,20.812 °C,73.3 %RH,73.3 %RH
1599,2014-07-23 01:56:57,20.815 °C,20.811 °C,73.3 %RH,73.3 %RH
1600,2014-07-23 01:57:27,20.814 °C,20.811 °C,73.3 %RH,73.3 %RH
1601,2014-07-23 01:57:57,20.814 °C,20.810 °C,73.3 %RH,73.3 %RH
1602,2014-07-23 01:58:27,20.815 °C,20.812 °C,73.3 %RH,73.3 %RH
1603,2014-07-23 01:58:57,20.815 °C,20.812 °C,73.3 %RH,73.3 %RH
1604,2014-07-23 01:59:27,20.815 °C,20.810 °C,73.3 %RH,73.3 %RH
1605,2014-07-23 01:59:57,20.815 °C,20.812 °C,73.3 %RH,73.3 %RH
1606,2014-07-23 02:00:27,20.814 °C,20.812 °C,73.3 %RH,73.3 %RH
1607,2014-07-23 02:00:57,20.812 °C,20.811 °C,73.3 %RH,73.3 %RH
1608,2014-07-23 02:01:27,20.814 °C,20.812 °C,73.3 %RH,73.3 %RH
1609,2014-07-23 02:01:57,20.814 °C,20.812 °C,73.3 %RH,73.3 %RH
1610,2014-07-23 02:02:27,20.814 °C,20.810 °C,73.3 %RH,73.3 %RH
1611,2014-07-23 02:02:57,20.814 °C,20.812 °C,73.3 %RH,73.3 %RH
1612,2014-07-23 02:03:27,20.812 °C,20.811 °C,73.3 %RH,73.3 %RH
1613,2014-07-23 02:03:57,20.814 °C,20.808 °C,73.3 %RH,73.3 %RH
1614,2014-07-23 02:04:27,20.812 °C,20.811 °C,73.3 %RH,73.3 %RH
1615,2014-07-23 02:04:57,20.814 °C,20.810 °C,73.3 %RH,73.3 %RH
1616,2014-07-23 02:05:27,20.812 °C,20.805 °C,73.3 %RH,73.3 %RH
1617,2014-07-23 02:05:57,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1618,2014-07-23 02:06:27,20.812 °C,20.805 °C,73.3 %RH,73.3 %RH
1619,2014-07-23 02:06:57,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1620,2014-07-23 02:07:27,20.812 °C,20.811 °C,73.3 %RH,73.3 %RH
1621,2014-07-23 02:07:57,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1622,2014-07-23 02:08:27,20.812 °C,20.812 °C,73.3 %RH,73.3 %RH
1623,2014-07-23 02:08:57,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1624,2014-07-23 02:09:27,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1625,2014-07-23 02:09:57,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1626,2014-07-23 02:10:27,20.812 °C,20.812 °C,73.3 %RH,73.3 %RH
1627,2014-07-23 02:10:57,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1628,2014-07-23 02:11:27,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1629,2014-07-23 02:11:57,20.811 °C,20.808 °C,73.3 %RH,73.3 %RH
1630,2014-07-23 02:12:27,20.814 °C,20.808 °C,73.3 %RH,73.3 %RH
1631,2014-07-23 02:12:57,20.812 °C,20.804 °C,73.3 %RH,73.3 %RH
1632,2014-07-23 02:13:27,20.811 °C,20.808 °C,73.3 %RH,73.3 %RH
1633,2014-07-23 02:13:57,20.812 °C,20.807 °C,73.3 %RH,73.3 %RH
1634,2014-07-23 02:14:27,20.814 °C,20.808 °C,73.3 %RH,73.3 %RH
1635,2014-07-23 02:14:57,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1636,2014-07-23 02:15:27,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1637,2014-07-23 02:15:57,20.814 °C,20.808 °C,73.3 %RH,73.3 %RH
1638,2014-07-23 02:16:27,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1639,2014-07-23 02:16:57,20.812 °C,20.811 °C,73.3 %RH,73.3 %RH
1640,2014-07-23 02:17:27,20.814 °C,20.810 °C,73.3 %RH,73.3 %RH
1641,2014-07-23 02:17:57,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1642,2014-07-23 02:18:27,20.814 °C,20.808 °C,73.3 %RH,73.3 %RH
1643,2014-07-23 02:18:57,20.812 °C,20.811 °C,73.3 %RH,73.3 %RH
1644,2014-07-23 02:19:27,20.811 °C,20.811 °C,73.3 %RH,73.3 %RH
1645,2014-07-23 02:19:57,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1646,2014-07-23 02:20:27,20.812 °C,20.805 °C,73.3 %RH,73.3 %RH
1647,2014-07-23 02:20:57,20.812 °C,20.811 °C,73.3 %RH,73.3 %RH
1648,2014-07-23 02:21:27,20.811 °C,20.810 °C,73.3 %RH,73.3 %RH
1649,2014-07-23 02:21:57,20.811 °C,20.808 °C,73.3 %RH,73.3 %RH
1650,2014-07-23 02:22:27,20.811 °C,20.805 °C,73.3 %RH,73.3 %RH
1651,2014-07-23 02:22:57,20.811 °C,20.808 °C,73.3 %RH,73.3 %RH
1652,2014-07-23 02:23:27,20.810 °C,20.804 °C,73.3 %RH,73.3 %RH
1653,2014-07-23 02:23:57,20.811 °C,20.805 °C,73.3 %RH,73.3 %RH
1654,2014-07-23 02:24:27,20.811 °C,20.807 °C,73.3 %RH,73.3 %RH
1655,2014-07-23 02:24:57,20.812 °C,20.805 °C,73.3 %RH,73.3 %RH
1656,2014-07-23 02:25:27,20.810 °C,20.805 °C,73.3 %RH,73.3 %RH
1657,2014-07-23 02:25:57,20.808 °C,20.807 °C,73.3 %RH,73.3 %RH
1658,2014-07-23 02:26:27,20.810 °C,20.807 °C,73.3 %RH,73.3 %RH
1659,2014-07-23 02:26:57,20.811 °C,20.804 °C,73.3 %RH,73.3 %RH
1660,2014-07-23 02:27:27,20.810 °C,20.807 °C,73.3 %RH,73.3 %RH
1661,2014-07-23 02:27:57,20.810 °C,20.807 °C,73.3 %RH,73.3 %RH
1662,2014-07-23 02:28:27,20.810 °C,20.808 °C,73.3 %RH,73.3 %RH
1663,2014-07-23 02:28:57,20.810 °C,20.808 °C,73.3 %RH,73.3 %RH
1664,2014-07-23 02:29:27,20.810 °C,20.805 °C,73.3 %RH,73.3 %RH
1665,2014-07-23 02:29:57,20.810 °C,20.807 °C,73.3 %RH,73.3 %RH
1666,2014-07-23 02:30:27,20.810 °C,20.807 °C,73.3 %RH,73.3 %RH
1667,2014-07-23 02:30:57,20.810 °C,20.804 °C,73.3 %RH,73.3 %RH
1668,2014-07-23 02:31:27,20.810 °C,20.807 °C,73.3 %RH,73.3 %RH
1669,2014-07-23 02:31:57,20.810 °C,20.805 °C,73.3 %RH,73.3 %RH
1670,2014-07-23 02:32:27,20.810 °C,20.804 °C,73.3 %RH,73.3 %RH
1671,2014-07-23 02:32:57,20.810 °C,20.804 °C,73.3 %RH,73.3 %RH
1672,2014-07-23 02:33:27,20.810 °C,20.807 °C,73.3 %RH,73.3 %RH
1673,2014-07-23 02:33:57,20.810 °C,20.807 °C,73.3 %RH,73.3 %RH
1674,2014-07-23 02:34:27,20.811 °C,20.808 °C,73.3 %RH,73.3 %RH
1675,2014-07-23 02:34:57,20.810 °C,20.807 °C,73.3 %RH,73.3 %RH
1676,2014-07-23 02:35:27,20.811 °C,20.805 °C,73.3 %RH,73.3 %RH
1677,2014-07-23 02:35:57,20.810 °C,20.810 °C,73.3 %RH,73.3 %RH
1678,2014-07-23 02:36:27,20.811 °C,20.805 °C,73.3 %RH,73.3 %RH
1679,2014-07-23 02:36:57,20.812 °C,20.804 °C,73.3 %RH,73.3 %RH
1680,2014-07-23 02:37:27,20.811 °C,20.807 °C,73.3 %RH,73.3 %RH
1681,2014-07-23 02:37:57,20.810 °C,20.810 °C,73.3 %RH,73.3 %RH
1682,2014-07-23 02:38:27,20.811 °C,20.807 °C,73.3 %RH,73.3 %RH
1683,2014-07-23 02:38:57,20.811 °C,20.805 °C,73.3 %RH,73.3 %RH
1684,2014-07-23 02:39:27,20.811 °C,20.810 °C,73.3 %RH,73.3 %RH
1685,2014-07-23 02:39:57,20.811 °C,20.805 °C,73.3 %RH,73.3 %RH
1686,2014-07-23 02:40:27,20.811 °C,20.811 °C,73.3 %RH,73.3 %RH
1687,2014-07-23 02:40:57,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1688,2014-07-23 02:41:27,20.811 °C,20.810 °C,73.3 %RH,73.3 %RH
1689,2014-07-23 02:41:57,20.812 °C,20.807 °C,73.3 %RH,73.3 %RH
1690,2014-07-23 02:42:27,20.811 °C,20.807 °C,73.3 %RH,73.3 %RH
1691,2014-07-23 02:42:57,20.811 °C,20.808 °C,73.3 %RH,73.3 %RH
1692,2014-07-23 02:43:27,20.811 °C,20.807 °C,73.3 %RH,73.3 %RH
1693,2014-07-23 02:43:57,20.811 °C,20.810 °C,73.3 %RH,73.3 %RH
1694,2014-07-23 02:44:27,20.811 °C,20.810 °C,73.3 %RH,73.3 %RH
1695,2014-07-23 02:44:57,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1696,2014-07-23 02:45:27,20.811 °C,20.804 °C,73.3 %RH,73.3 %RH
1697,2014-07-23 02:45:57,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1698,2014-07-23 02:46:27,20.810 °C,20.808 °C,73.3 %RH,73.3 %RH
1699,2014-07-23 02:46:57,20.811 °C,20.808 °C,73.3 %RH,73.3 %RH
1700,2014-07-23 02:47:27,20.811 °C,20.811 °C,73.3 %RH,73.3 %RH
1701,2014-07-23 02:47:57,20.811 °C,20.808 °C,73.3 %RH,73.3 %RH
1702,2014-07-23 02:48:27,20.811 °C,20.810 °C,73.3 %RH,73.3 %RH
1703,2014-07-23 02:48:57,20.810 °C,20.808 °C,73.3 %RH,73.3 %RH
1704,2014-07-23 02:49:27,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1705,2014-07-23 02:49:57,20.812 °C,20.812 °C,73.3 %RH,73.3 %RH
1706,2014-07-23 02:50:27,20.811 °C,20.808 °C,73.3 %RH,73.3 %RH
1707,2014-07-23 02:50:57,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1708,2014-07-23 02:51:27,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1709,2014-07-23 02:51:57,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1710,2014-07-23 02:52:27,20.814 °C,20.810 °C,73.3 %RH,73.3 %RH
1711,2014-07-23 02:52:57,20.814 °C,20.810 °C,73.3 %RH,73.3 %RH
1712,2014-07-23 02:53:27,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1713,2014-07-23 02:53:57,20.812 °C,20.810 °C,73.3 %RH,73.3 %RH
1714,2014-07-23 02:54:27,20.812 °C,20.808 °C,73.3 %RH,73.3 %RH
1715,2014-07-23 02:54:57,20.814 °C,20.810 °C,73.3 %RH,73.3 %RH
1716,2014-07-23 02:55:27,20.814 °C,20.811 °C,73.3 %RH,73.3 %RH
1717,2014-07-23 02:55:57,20.815 °C,20.812 °C,73.3 %RH,73.3 %RH
1718,2014-07-23 02:56:27,20.814 °C,20.812 °C,73.3 %RH,73.3 %RH
1719,2014-07-23 02:56:57,20.814 °C,20.812 °C,73.3 %RH,73.3 %RH
1720,2014-07-23 02:57:27,20.814 °C,20.811 °C,73.3 %RH,73.3 %RH
1721,2014-07-23 02:57:57,20.814 °C,20.810 °C,73.3 %RH,73.3 %RH
1722,2014-07-23 02:58:27,20.814 °C,20.814 °C,73.3 %RH,73.3 %RH
1723,2014-07-23 02:58:57,20.815 °C,20.811 °C,73.3 %RH,73.3 %RH
1724,2014-07-23 02:59:27,20.814 °C,20.811 °C,73.3 %RH,73.3 %RH
1725,2014-07-23 02:59:57,20.814 °C,20.814 °C,73.3 %RH,73.3 %RH
1726,2014-07-23 03:00:27,20.815 °C,20.812 °C,73.3 %RH,73.3 %RH
1727,2014-07-23 03:00:57,20.815 °C,20.812 °C,73.3 %RH,73.0 %RH
1728,2014-07-23 03:01:27,20.815 °C,20.814 °C,73.3 %RH,73.0 %RH
1729,2014-07-23 03:01:57,20.815 °C,20.814 °C,73.3 %RH,73.0 %RH
1730,2014-07-23 03:02:27,20.815 °C,20.812 °C,73.3 %RH,73.0 %RH
1731,2014-07-23 03:02:57,20.815 °C,20.812 °C,73.3 %RH,73.0 %RH
1732,2014-07-23 03:03:27,20.817 °C,20.812 °C,73.3 %RH,73.0 %RH
1733,2014-07-23 03:03:57,20.814 °C,20.814 °C,73.3 %RH,73.0 %RH
1734,2014-07-23 03:04:27,20.815 °C,20.812 °C,73.3 %RH,73.0 %RH
1735,2014-07-23 03:04:57,20.815 °C,20.811 °C,73.3 %RH,73.0 %RH
1736,2014-07-23 03:05:27,20.815 °C,20.814 °C,73.3 %RH,73.0 %RH
1737,2014-07-23 03:05:57,20.817 °C,20.811 °C,73.0 %RH,73.0 %RH
1738,2014-07-23 03:06:27,20.817 °C,20.814 °C,73.0 %RH,73.0 %RH
1739,2014-07-23 03:06:57,20.817 °C,20.814 °C,73.0 %RH,73.0 %RH
1740,2014-07-23 03:07:27,20.817 °C,20.817 °C,73.0 %RH,73.0 %RH
1741,2014-07-23 03:07:57,20.817 °C,20.812 °C,73.3 %RH,73.3 %RH
1742,2014-07-23 03:08:27,20.815 °C,20.814 °C,73.3 %RH,73.0 %RH
1743,2014-07-23 03:08:57,20.818 °C,20.815 °C,73.3 %RH,73.0 %RH
1744,2014-07-23 03:09:27,20.818 °C,20.814 °C,73.0 %RH,73.0 %RH
1745,2014-07-23 03:09:57,20.818 °C,20.814 °C,73.0 %RH,73.0 %RH
1746,2014-07-23 03:10:27,20.818 °C,20.817 °C,73.3 %RH,73.0 %RH
1747,2014-07-23 03:10:57,20.818 °C,20.817 °C,73.3 %RH,73.0 %RH
1748,2014-07-23 03:11:27,20.818 °C,20.812 °C,73.3 %RH,73.0 %RH
1749,2014-07-23 03:11:57,20.818 °C,20.815 °C,73.3 %RH,73.3 %RH
1750,2014-07-23 03:12:27,20.817 °C,20.814 °C,73.3 %RH,73.3 %RH
1751,2014-07-23 03:12:57,20.817 °C,20.815 °C,73.3 %RH,73.3 %RH
1752,2014-07-23 03:13:27,20.818 °C,20.814 °C,73.3 %RH,73.3 %RH
1753,2014-07-23 03:13:57,20.818 °C,20.814 °C,73.3 %RH,73.0 %RH
1754,2014-07-23 03:14:27,20.817 °C,20.817 °C,73.3 %RH,73.3 %RH
1755,2014-07-23 03:14:57,20.818 °C,20.814 °C,73.3 %RH,73.3 %RH
1756,2014-07-23 03:15:27,20.818 °C,20.817 °C,73.3 %RH,73.3 %RH
1757,2014-07-23 03:15:57,20.820 °C,20.815 °C,73.3 %RH,73.3 %RH
1758,2014-07-23 03:16:27,20.818 °C,20.817 °C,73.3 %RH,73.3 %RH
1759,2014-07-23 03:16:57,20.820 °C,20.815 °C,73.3 %RH,73.3 %RH
1760,2014-07-23 03:17:27,20.820 °C,20.815 °C,73.3 %RH,73.3 %RH
1761,2014-07-23 03:17:57,20.821 °C,20.817 °C,73.3 %RH,73.3 %RH
1762,2014-07-23 03:18:27,20.820 °C,20.817 °C,73.3 %RH,73.3 %RH
1763,2014-07-23 03:18:57,20.820 °C,20.815 °C,73.3 %RH,73.3 %RH
1764,2014-07-23 03:19:27,20.820 °C,20.817 °C,73.3 %RH,73.3 %RH
1765,2014-07-23 03:19:57,20.821 °C,20.817 °C,73.3 %RH,73.3 %RH
1766,2014-07-23 03:20:27,20.821 °C,20.818 °C,73.3 %RH,73.3 %RH
1767,2014-07-23 03:20:57,20.821 °C,20.820 °C,73.3 %RH,73.3 %RH
1768,2014-07-23 03:21:27,20.822 °C,20.822 °C,73.3 %RH,73.3 %RH
1769,2014-07-23 03:21:57,20.821 °C,20.821 °C,73.3 %RH,73.3 %RH
1770,2014-07-23 03:22:27,20.822 °C,20.818 °C,73.3 %RH,73.3 %RH
1771,2014-07-23 03:22:57,20.822 °C,20.820 °C,73.3 %RH,73.3 %RH
