,Time,1,2,3,4
S/N,,720479,720479,720479,720479
Type,,TGP-4500,TGP-4500,TGP-4500,TGP-4500
Description,,Light Interception #2,Light Interception #2,Light Interception #2,Light Interception #2
Property,,Maximum Temperature,Temperature,Maximum Humidity,Humidity
1007,2014-07-22 21:00:57,21.949 °C,21.940 °C,70.6 %RH,70.3 %RH
1008,2014-07-22 21:01:27,21.943 °C,21.934 °C,70.6 %RH,70.3 %RH
1009,2014-07-22 21:01:57,21.939 °C,21.926 °C,70.3 %RH,70.3 %RH
1010,2014-07-22 21:02:27,21.930 °C,21.920 °C,70.6 %RH,70.3 %RH
1011,2014-07-22 21:02:57,21.921 °C,21.906 °C,70.3 %RH,70.3 %RH
1012,2014-07-22 21:03:27,21.906 °C,21.898 °C,70.6 %RH,70.3 %RH
1013,2014-07-22 21:03:57,21.901 °C,21.891 °C,70.6 %RH,70.6 %RH
1014,2014-07-22 21:04:27,21.900 °C,21.891 °C,70.6 %RH,70.6 %RH
1015,2014-07-22 21:04:57,21.895 °C,21.884 °C,70.6 %RH,70.6 %RH
1016,2014-07-22 21:05:27,21.890 °C,21.878 °C,70.6 %RH,70.6 %RH
1017,2014-07-22 21:05:57,21.881 °C,21.864 °C,70.6 %RH,70.6 %RH
1018,2014-07-22 21:06:27,21.884 °C,21.861 °C,70.6 %RH,70.6 %RH
1019,2014-07-22 21:06:57,21.882 °C,21.854 °C,70.6 %RH,70.6 %RH
1020,2014-07-22 21:07:27,21.875 °C,21.862 °C,70.6 %RH,70.6 %RH
1021,2014-07-22 21:07:57,21.872 °C,21.849 °C,70.8 %RH,70.6 %RH
1022,2014-07-22 21:08:27,21.859 °C,21.831 °C,70.6 %RH,70.6 %RH
1023,2014-07-22 21:08:57,21.845 °C,21.825 °C,70.6 %RH,70.6 %RH
1024,2014-07-22 21:09:27,21.833 °C,21.818 °C,70.6 %RH,70.6 %RH
1025,2014-07-22 21:09:57,21.833 °C,21.815 °C,70.6 %RH,70.6 %RH
1026,2014-07-22 21:10:27,21.825 °C,21.809 °C,70.6 %RH,70.6 %RH
1027,2014-07-22 21:10:57,21.813 °C,21.799 °C,70.6 %RH,70.6 %RH
1028,2014-07-22 21:11:27,21.809 °C,21.783 °C,70.6 %RH,70.6 %RH
1029,2014-07-22 21:11:57,21.797 °C,21.786 °C,70.6 %RH,70.6 %RH
1030,2014-07-22 21:12:27,21.797 °C,21.787 °C,70.8 %RH,70.8 %RH
1031,2014-07-22 21:12:57,21.799 °C,21.797 °C,70.8 %RH,70.8 %RH
1032,2014-07-22 21:13:27,21.793 °C,21.789 °C,70.8 %RH,70.8 %RH
1033,2014-07-22 21:13:57,21.790 °C,21.780 °C,70.8 %RH,70.8 %RH
1034,2014-07-22 21:14:27,21.784 °C,21.770 °C,70.8 %RH,70.8 %RH
1035,2014-07-22 21:14:57,21.779 °C,21.769 °C,70.8 %RH,70.8 %RH
1036,2014-07-22 21:15:27,21.767 °C,21.753 °C,70.8 %RH,70.8 %RH
1037,2014-07-22 21:15:57,21.756 °C,21.748 °C,70.8 %RH,70.6 %RH
1038,2014-07-22 21:16:27,21.756 °C,21.747 °C,70.6 %RH,70.6 %RH
1039,2014-07-22 21:16:57,21.751 °C,21.747 °C,70.8 %RH,70.8 %RH
1040,2014-07-22 21:17:27,21.748 °C,21.737 °C,70.8 %RH,70.8 %RH
1041,2014-07-22 21:17:57,21.743 °C,21.730 °C,70.8 %RH,70.8 %RH
1042,2014-07-22 21:18:27,21.738 °C,21.727 °C,70.8 %RH,70.8 %RH
1043,2014-07-22 21:18:57,21.730 °C,21.714 °C,70.8 %RH,70.8 %RH
1044,2014-07-22 21:19:27,21.720 °C,21.705 °C,70.8 %RH,70.8 %RH
1045,2014-07-22 21:19:57,21.709 °C,21.701 °C,70.8 %RH,70.8 %RH
1046,2014-07-22 21:20:27,21.704 °C,21.699 °C,70.8 %RH,70.8 %RH
1047,2014-07-22 21:20:57,21.704 °C,21.698 °C,70.8 %RH,70.8 %RH
1048,2014-07-22 21:21:27,21.698 °C,21.691 °C,71.1 %RH,70.8 %RH
1049,2014-07-22 21:21:57,21.694 °C,21.683 °C,71.1 %RH,71.1 %RH
1050,2014-07-22 21:22:27,21.685 °C,21.678 °C,71.1 %RH,71.1 %RH
1051,2014-07-22 21:22:57,21.681 °C,21.676 °C,71.1 %RH,71.1 %RH
1052,2014-07-22 21:23:27,21.678 °C,21.671 °C,71.1 %RH,71.1 %RH
1053,2014-07-22 21:23:57,21.675 °C,21.666 °C,71.1 %RH,71.1 %RH
1054,2014-07-22 21:24:27,21.669 °C,21.660 °C,71.1 %RH,70.8 %RH
1055,2014-07-22 21:24:57,21.666 °C,21.658 °C,70.8 %RH,70.8 %RH
1056,2014-07-22 21:25:27,21.660 °C,21.655 °C,71.1 %RH,70.8 %RH
1057,2014-07-22 21:25:57,21.656 °C,21.650 °C,71.1 %RH,71.1 %RH
1058,2014-07-22 21:26:27,21.653 °C,21.646 °C,71.1 %RH,71.1 %RH
1059,2014-07-22 21:26:57,21.647 °C,21.645 °C,71.1 %RH,71.1 %RH
1060,2014-07-22 21:27:27,21.645 °C,21.634 °C,71.1 %RH,71.1 %RH
1061,2014-07-22 21:27:57,21.639 °C,21.632 °C,71.1 %RH,71.1 %RH
1062,2014-07-22 21:28:27,21.634 °C,21.627 °C,71.1 %RH,71.1 %RH
1063,2014-07-22 21:28:57,21.629 °C,21.624 °C,71.1 %RH,71.1 %RH
1064,2014-07-22 21:29:27,21.626 °C,21.623 °C,71.1 %RH,71.1 %RH
1065,2014-07-22 21:29:57,21.624 °C,21.617 °C,71.1 %RH,71.1 %RH
1066,2014-07-22 21:30:27,21.617 °C,21.611 °C,71.4 %RH,71.4 %RH
1067,2014-07-22 21:30:57,21.611 °C,21.607 °C,71.4 %RH,71.4 %RH
1068,2014-07-22 21:31:27,21.610 °C,21.609 °C,71.4 %RH,71.4 %RH
1069,2014-07-22 21:31:57,21.606 °C,21.598 °C,71.4 %RH,71.4 %RH
1070,2014-07-22 21:32:27,21.604 °C,21.596 °C,71.4 %RH,71.1 %RH
1071,2014-07-22 21:32:57,21.600 °C,21.593 °C,71.1 %RH,71.1 %RH
1072,2014-07-22 21:33:27,21.593 °C,21.591 °C,71.1 %RH,71.1 %RH
1073,2014-07-22 21:33:57,21.591 °C,21.590 °C,71.1 %RH,71.1 %RH
1074,2014-07-22 21:34:27,21.587 °C,21.581 °C,71.1 %RH,71.1 %RH
1075,2014-07-22 21:34:57,21.584 °C,21.577 °C,71.1 %RH,71.1 %RH
1076,2014-07-22 21:35:27,21.578 °C,21.574 °C,71.4 %RH,71.4 %RH
1077,2014-07-22 21:35:57,21.575 °C,21.571 °C,71.4 %RH,71.4 %RH
1078,2014-07-22 21:36:27,21.573 °C,21.567 °C,71.4 %RH,71.4 %RH
1079,2014-07-22 21:36:57,21.568 °C,21.561 °C,71.4 %RH,71.4 %RH
1080,2014-07-22 21:37:27,21.564 °C,21.555 °C,71.4 %RH,71.4 %RH
1081,2014-07-22 21:37:57,21.561 °C,21.557 °C,71.4 %RH,71.4 %RH
1082,2014-07-22 21:38:27,21.557 °C,21.551 °C,71.4 %RH,71.4 %RH
1083,2014-07-22 21:38:57,21.552 °C,21.549 °C,71.4 %RH,71.4 %RH
1084,2014-07-22 21:39:27,21.551 °C,21.545 °C,71.6 %RH,71.4 %RH
1085,2014-07-22 21:39:57,21.547 °C,21.541 °C,71.6 %RH,71.6 %RH
1086,2014-07-22 21:40:27,21.544 °C,21.535 °C,71.6 %RH,71.6 %RH
1087,2014-07-22 21:40:57,21.539 °C,21.532 °C,71.6 %RH,71.6 %RH
1088,2014-07-22 21:41:27,21.536 °C,21.528 °C,71.6 %RH,71.4 %RH
1089,2014-07-22 21:41:57,21.532 °C,21.528 °C,71.4 %RH,71.4 %RH
1090,2014-07-22 21:42:27,21.528 °C,21.525 °C,71.4 %RH,71.4 %RH
1091,2014-07-22 21:42:57,21.526 °C,21.521 °C,71.4 %RH,71.4 %RH
1092,2014-07-22 21:43:27,21.524 °C,21.518 °C,71.4 %RH,71.4 %RH
1093,2014-07-22 21:43:57,21.518 °C,21.515 °C,71.4 %RH,71.4 %RH
1094,2014-07-22 21:44:27,21.516 °C,21.508 °C,71.4 %RH,71.4 %RH
1095,2014-07-22 21:44:57,21.513 °C,21.506 °C,71.4 %RH,71.4 %RH
1096,2014-07-22 21:45:27,21.509 °C,21.505 °C,71.4 %RH,71.4 %RH
1097,2014-07-22 21:45:57,21.505 °C,21.500 °C,71.4 %RH,71.4 %RH
1098,2014-07-22 21:46:27,21.503 °C,21.498 °C,71.6 %RH,71.4 %RH
1099,2014-07-22 21:46:57,21.499 °C,21.495 °C,71.6 %RH,71.6 %RH
1100,2014-07-22 21:47:27,21.496 °C,21.490 °C,71.6 %RH,71.6 %RH
1101,2014-07-22 21:47:57,21.493 °C,21.486 °C,71.6 %RH,71.6 %RH
1102,2014-07-22 21:48:27,21.489 °C,21.482 °C,71.6 %RH,71.6 %RH
1103,2014-07-22 21:48:57,21.485 °C,21.479 °C,71.6 %RH,71.6 %RH
1104,2014-07-22 21:49:27,21.483 °C,21.480 °C,71.6 %RH,71.6 %RH
1105,2014-07-22 21:49:57,21.483 °C,21.477 °C,71.6 %RH,71.6 %RH
1106,2014-07-22 21:50:27,21.477 °C,21.473 °C,71.6 %RH,71.6 %RH
1107,2014-07-22 21:50:57,21.473 °C,21.466 °C,71.6 %RH,71.6 %RH
1108,2014-07-22 21:51:27,21.472 °C,21.466 °C,71.9 %RH,71.6 %RH
1109,2014-07-22 21:51:57,21.467 °C,21.460 °C,71.9 %RH,71.6 %RH
1110,2014-07-22 21:52:27,21.463 °C,21.459 °C,71.6 %RH,71.6 %RH
1111,2014-07-22 21:52:57,21.462 °C,21.456 °C,71.6 %RH,71.6 %RH
1112,2014-07-22 21:53:27,21.459 °C,21.456 °C,71.6 %RH,71.6 %RH
1113,2014-07-22 21:53:57,21.453 °C,21.450 °C,71.6 %RH,71.6 %RH
1114,2014-07-22 21:54:27,21.450 °C,21.447 °C,71.6 %RH,71.6 %RH
1115,2014-07-22 21:54:57,21.447 °C,21.446 °C,71.6 %RH,71.6 %RH
1116,2014-07-22 21:55:27,21.446 °C,21.439 °C,71.6 %RH,71.6 %RH
1117,2014-07-22 21:55:57,21.443 °C,21.437 °C,71.6 %RH,71.6 %RH
1118,2014-07-22 21:56:27,21.437 °C,21.434 °C,71.6 %RH,71.6 %RH
1119,2014-07-22 21:56:57,21.434 °C,21.430 °C,71.6 %RH,71.6 %RH
1120,2014-07-22 21:57:27,21.431 °C,21.430 °C,71.6 %RH,71.6 %RH
1121,2014-07-22 21:57:57,21.430 °C,21.424 °C,71.6 %RH,71.6 %RH
1122,2014-07-22 21:58:27,21.426 °C,21.421 °C,71.6 %RH,71.6 %RH
1123,2014-07-22 21:58:57,21.421 °C,21.417 °C,71.6 %RH,71.6 %RH
1124,2014-07-22 21:59:27,21.418 °C,21.417 °C,71.6 %RH,71.6 %RH
1125,2014-07-22 21:59:57,21.418 °C,21.410 °C,71.9 %RH,71.9 %RH
1126,2014-07-22 22:00:27,21.411 °C,21.408 °C,71.9 %RH,71.9 %RH
1127,2014-07-22 22:00:57,21.410 °C,21.404 °C,71.9 %RH,71.9 %RH
1128,2014-07-22 22:01:27,21.405 °C,21.403 °C,71.9 %RH,71.9 %RH
1129,2014-07-22 22:01:57,21.404 °C,21.400 °C,71.9 %RH,71.9 %RH
1130,2014-07-22 22:02:27,21.400 °C,21.397 °C,71.9 %RH,71.9 %RH
1131,2014-07-22 22:02:57,21.397 °C,21.392 °C,71.9 %RH,71.9 %RH
1132,2014-07-22 22:03:27,21.392 °C,21.388 °C,71.9 %RH,71.9 %RH
1133,2014-07-22 22:03:57,21.391 °C,21.384 °C,71.9 %RH,71.9 %RH
1134,2014-07-22 22:04:27,21.388 °C,21.384 °C,71.9 %RH,71.9 %RH
1135,2014-07-22 22:04:57,21.384 °C,21.378 °C,71.9 %RH,71.9 %RH
1136,2014-07-22 22:05:27,21.381 °C,21.374 °C,71.9 %RH,71.9 %RH
1137,2014-07-22 22:05:57,21.378 °C,21.372 °C,71.9 %RH,71.9 %RH
1138,2014-07-22 22:06:27,21.377 °C,21.371 °C,71.9 %RH,71.9 %RH
1139,2014-07-22 22:06:57,21.371 °C,21.371 °C,71.9 %RH,71.6 %RH
1140,2014-07-22 22:07:27,21.371 °C,21.362 °C,71.9 %RH,71.9 %RH
1141,2014-07-22 22:07:57,21.365 °C,21.358 °C,71.9 %RH,71.9 %RH
1142,2014-07-22 22:08:27,21.364 °C,21.359 °C,71.9 %RH,71.9 %RH
1143,2014-07-22 22:08:57,21.362 °C,21.356 °C,71.9 %RH,71.9 %RH
1144,2014-07-22 22:09:27,21.356 °C,21.351 °C,71.9 %RH,71.9 %RH
1145,2014-07-22 22:09:57,21.351 °C,21.346 °C,71.9 %RH,71.9 %RH
1146,2014-07-22 22:10:27,21.348 °C,21.343 °C,71.9 %RH,71.9 %RH
1147,2014-07-22 22:10:57,21.346 °C,21.342 °C,71.9 %RH,71.9 %RH
1148,2014-07-22 22:11:27,21.345 °C,21.342 °C,71.9 %RH,71.9 %RH
1149,2014-07-22 22:11:57,21.342 °C,21.336 °C,71.9 %RH,71.9 %RH
1150,2014-07-22 22:12:27,21.339 °C,21.335 °C,71.9 %RH,71.9 %RH
1151,2014-07-22 22:12:57,21.333 °C,21.329 °C,71.9 %RH,71.9 %RH
1152,2014-07-22 22:13:27,21.331 °C,21.326 °C,71.9 %RH,71.9 %RH
1153,2014-07-22 22:13:57,21.329 °C,21.323 °C,71.9 %RH,71.9 %RH
1154,2014-07-22 22:14:27,21.326 °C,21.319 °C,71.9 %RH,71.9 %RH
1155,2014-07-22 22:14:57,21.323 °C,21.322 °C,71.9 %RH,71.9 %RH
1156,2014-07-22 22:15:27,21.325 °C,21.315 °C,71.9 %RH,71.9 %RH
1157,2014-07-22 22:15:57,21.322 °C,21.312 °C,71.9 %RH,71.9 %RH
1158,2014-07-22 22:16:27,21.318 °C,21.307 °C,71.9 %RH,71.9 %RH
1159,2014-07-22 22:16:57,21.315 °C,21.309 °C,72.2 %RH,72.2 %RH
1160,2014-07-22 22:17:27,21.310 °C,21.309 °C,72.2 %RH,72.2 %RH
1161,2014-07-22 22:17:57,21.307 °C,21.300 °C,72.2 %RH,72.2 %RH
1162,2014-07-22 22:18:27,21.303 °C,21.299 °C,72.2 %RH,72.2 %RH
1163,2014-07-22 22:18:57,21.302 °C,21.297 °C,72.2 %RH,72.2 %RH
1164,2014-07-22 22:19:27,21.300 °C,21.290 °C,72.2 %RH,72.2 %RH
1165,2014-07-22 22:19:57,21.296 °C,21.286 °C,72.2 %RH,72.2 %RH
1166,2014-07-22 22:20:27,21.292 °C,21.286 °C,72.2 %RH,72.2 %RH
1167,2014-07-22 22:20:57,21.290 °C,21.286 °C,72.2 %RH,72.2 %RH
1168,2014-07-22 22:21:27,21.284 °C,21.282 °C,72.2 %RH,72.2 %RH
1169,2014-07-22 22:21:57,21.282 °C,21.276 °C,72.2 %RH,72.2 %RH
1170,2014-07-22 22:22:27,21.279 °C,21.273 °C,72.2 %RH,72.2 %RH
1171,2014-07-22 22:22:57,21.276 °C,21.271 °C,72.2 %RH,72.2 %RH
1172,2014-07-22 22:23:27,21.274 °C,21.274 °C,72.2 %RH,72.2 %RH
1173,2014-07-22 22:23:57,21.273 °C,21.267 °C,72.2 %RH,71.9 %RH
1174,2014-07-22 22:24:27,21.269 °C,21.267 °C,72.2 %RH,71.9 %RH
1175,2014-07-22 22:24:57,21.269 °C,21.261 °C,71.9 %RH,71.9 %RH
1176,2014-07-22 22:25:27,21.266 °C,21.260 °C,72.2 %RH,72.2 %RH
1177,2014-07-22 22:25:57,21.260 °C,21.257 °C,72.2 %RH,72.2 %RH
1178,2014-07-22 22:26:27,21.260 °C,21.253 °C,72.2 %RH,72.2 %RH
1179,2014-07-22 22:26:57,21.259 °C,21.254 °C,72.2 %RH,72.2 %RH
1180,2014-07-22 22:27:27,21.254 °C,21.250 °C,72.2 %RH,72.2 %RH
1181,2014-07-22 22:27:57,21.251 °C,21.250 °C,72.2 %RH,72.2 %RH
1182,2014-07-22 22:28:27,21.250 °C,21.246 °C,72.2 %RH,72.2 %RH
1183,2014-07-22 22:28:57,21.247 °C,21.241 °C,72.2 %RH,72.2 %RH
1184,2014-07-22 22:29:27,21.243 °C,21.238 °C,72.2 %RH,72.2 %RH
1185,2014-07-22 22:29:57,21.243 °C,21.240 °C,72.2 %RH,72.2 %RH
1186,2014-07-22 22:30:27,21.240 °C,21.234 °C,72.2 %RH,72.2 %RH
1187,2014-07-22 22:30:57,21.237 °C,21.231 °C,72.2 %RH,72.2 %RH
1188,2014-07-22 22:31:27,21.233 °C,21.228 °C,72.2 %RH,72.2 %RH
1189,2014-07-22 22:31:57,21.231 °C,21.227 °C,72.2 %RH,72.2 %RH
1190,2014-07-22 22:32:27,21.228 °C,21.224 °C,72.2 %RH,72.2 %RH
1191,2014-07-22 22:32:57,21.227 °C,21.223 °C,72.2 %RH,72.2 %RH
1192,2014-07-22 22:33:27,21.224 °C,21.218 °C,72.2 %RH,72.2 %RH
1193,2014-07-22 22:33:57,21.221 °C,21.218 °C,72.5 %RH,72.2 %RH
1194,2014-07-22 22:34:27,21.218 °C,21.212 °C,72.5 %RH,72.5 %RH
1195,2014-07-22 22:34:57,21.215 °C,21.212 °C,72.5 %RH,72.5 %RH
1196,2014-07-22 22:35:27,21.214 °C,21.210 °C,72.5 %RH,72.5 %RH
1197,2014-07-22 22:35:57,21.212 °C,21.207 °C,72.5 %RH,72.5 %RH
1198,2014-07-22 22:36:27,21.210 °C,21.207 °C,72.5 %RH,72.5 %RH
1199,2014-07-22 22:36:57,21.205 °C,21.201 °C,72.5 %RH,72.5 %RH
1200,2014-07-22 22:37:27,21.204 °C,21.202 °C,72.5 %RH,72.5 %RH
1201,2014-07-22 22:37:57,21.202 °C,21.197 °C,72.5 %RH,72.5 %RH
1202,2014-07-22 22:38:27,21.199 °C,21.195 °C,72.5 %RH,72.5 %RH
1203,2014-07-22 22:38:57,21.197 °C,21.191 °C,72.5 %RH,72.5 %RH
1204,2014-07-22 22:39:27,21.195 °C,21.189 °C,72.5 %RH,72.5 %RH
1205,2014-07-22 22:39:57,21.194 °C,21.188 °C,72.5 %RH,72.5 %RH
1206,2014-07-22 22:40:27,21.189 °C,21.189 °C,72.5 %RH,72.5 %RH
1207,2014-07-22 22:40:57,21.191 °C,21.188 °C,72.5 %RH,72.5 %RH
1208,2014-07-22 22:41:27,21.187 °C,21.187 °C,72.5 %RH,72.2 %RH
1209,2014-07-22 22:41:57,21.184 °C,21.181 °C,72.5 %RH,72.2 %RH
1210,2014-07-22 22:42:27,21.181 °C,21.178 °C,72.2 %RH,72.2 %RH
1211,2014-07-22 22:42:57,21.179 °C,21.175 °C,72.2 %RH,72.2 %RH
1212,2014-07-22 22:43:27,21.176 °C,21.172 °C,72.2 %RH,72.2 %RH
1213,2014-07-22 22:43:57,21.175 °C,21.168 °C,72.2 %RH,72.2 %RH
1214,2014-07-22 22:44:27,21.172 °C,21.168 °C,72.5 %RH,72.5 %RH
1215,2014-07-22 22:44:57,21.171 °C,21.162 °C,72.5 %RH,72.5 %RH
1216,2014-07-22 22:45:27,21.168 °C,21.163 °C,72.5 %RH,72.2 %RH
1217,2014-07-22 22:45:57,21.168 °C,21.163 °C,72.5 %RH,72.5 %RH
1218,2014-07-22 22:46:27,21.165 °C,21.161 °C,72.5 %RH,72.5 %RH
1219,2014-07-22 22:46:57,21.162 °C,21.159 °C,72.5 %RH,72.5 %RH
1220,2014-07-22 22:47:27,21.159 °C,21.158 °C,72.5 %RH,72.5 %RH
1221,2014-07-22 22:47:57,21.158 °C,21.153 °C,72.5 %RH,72.5 %RH
1222,2014-07-22 22:48:27,21.156 °C,21.153 °C,72.5 %RH,72.5 %RH
1223,2014-07-22 22:48:57,21.155 °C,21.148 °C,72.5 %RH,72.5 %RH
1224,2014-07-22 22:49:27,21.151 °C,21.145 °C,72.5 %RH,72.5 %RH
1225,2014-07-22 22:49:57,21.148 °C,21.143 °C,72.5 %RH,72.5 %RH
1226,2014-07-22 22:50:27,21.146 °C,21.143 °C,72.5 %RH,72.5 %RH
1227,2014-07-22 22:50:57,21.145 °C,21.140 °C,72.5 %RH,72.5 %RH
1228,2014-07-22 22:51:27,21.142 °C,21.139 °C,72.5 %RH,72.5 %RH
1229,2014-07-22 22:51:57,21.142 °C,21.136 °C,72.5 %RH,72.5 %RH
1230,2014-07-22 22:52:27,21.140 °C,21.135 °C,72.5 %RH,72.5 %RH
1231,2014-07-22 22:52:57,21.139 °C,21.132 °C,72.5 %RH,72.5 %RH
1232,2014-07-22 22:53:27,21.135 °C,21.132 °C,72.5 %RH,72.5 %RH
1233,2014-07-22 22:53:57,21.133 °C,21.129 °C,72.5 %RH,72.5 %RH
1234,2014-07-22 22:54:27,21.130 °C,21.125 °C,72.5 %RH,72.5 %RH
1235,2014-07-22 22:54:57,21.130 °C,21.129 °C,72.5 %RH,72.5 %RH
1236,2014-07-22 22:55:27,21.126 °C,21.123 °C,72.7 %RH,72.5 %RH
1237,2014-07-22 22:55:57,21.125 °C,21.122 °C,72.7 %RH,72.7 %RH
1238,2014-07-22 22:56:27,21.125 °C,21.116 °C,72.7 %RH,72.7 %RH
1239,2014-07-22 22:56:57,21.122 °C,21.112 °C,72.7 %RH,72.7 %RH
1240,2014-07-22 22:57:27,21.122 °C,21.110 °C,72.7 %RH,72.7 %RH
1241,2014-07-22 22:57:57,21.115 °C,21.107 °C,72.7 %RH,72.7 %RH
1242,2014-07-22 22:58:27,21.116 °C,21.110 °C,72.7 %RH,72.7 %RH
1243,2014-07-22 22:58:57,21.115 °C,21.106 °C,72.7 %RH,72.5 %RH
1244,2014-07-22 22:59:27,21.109 °C,21.106 °C,72.7 %RH,72.5 %RH
1245,2014-07-22 22:59:57,21.109 °C,21.109 °C,72.5 %RH,72.5 %RH
1246,2014-07-22 23:00:27,21.104 °C,21.104 °C,72.5 %RH,72.5 %RH
1247,2014-07-22 23:00:57,21.104 °C,21.097 °C,72.5 %RH,72.5 %RH
1248,2014-07-22 23:01:27,21.106 °C,21.097 °C,72.5 %RH,72.5 %RH
1249,2014-07-22 23:01:57,21.100 °C,21.094 °C,72.5 %RH,72.5 %RH
1250,2014-07-22 23:02:27,21.100 °C,21.093 °C,72.5 %RH,72.5 %RH
1251,2014-07-22 23:02:57,21.097 °C,21.086 °C,72.5 %RH,72.5 %RH
1252,2014-07-22 23:03:27,21.097 °C,21.093 °C,72.5 %RH,72.5 %RH
1253,2014-07-22 23:03:57,21.094 °C,21.089 °C,72.5 %RH,72.5 %RH
1254,2014-07-22 23:04:27,21.092 °C,21.089 °C,72.5 %RH,72.5 %RH
1255,2014-07-22 23:04:57,21.089 °C,21.084 °C,72.5 %RH,72.5 %RH
1256,2014-07-22 23:05:27,21.090 °C,21.083 °C,72.5 %RH,72.5 %RH
1257,2014-07-22 23:05:57,21.084 °C,21.081 °C,72.5 %RH,72.5 %RH
1258,2014-07-22 23:06:27,21.083 °C,21.081 °C,72.5 %RH,72.5 %RH
1259,2014-07-22 23:06:57,21.083 °C,21.079 °C,72.5 %RH,72.5 %RH
1260,2014-07-22 23:07:27,21.080 °C,21.076 °C,72.5 %RH,72.5 %RH
1261,2014-07-22 23:07:57,21.081 °C,21.081 °C,72.5 %RH,72.5 %RH
1262,2014-07-22 23:08:27,21.077 °C,21.071 °C,72.5 %RH,72.5 %RH
1263,2014-07-22 23:08:57,21.074 °C,21.070 °C,72.7 %RH,72.5 %RH
1264,2014-07-22 23:09:27,21.073 °C,21.067 °C,72.7 %RH,72.5 %RH
1265,2014-07-22 23:09:57,21.071 °C,21.064 °C,72.7 %RH,72.7 %RH
1266,2014-07-22 23:10:27,21.068 °C,21.061 °C,72.7 %RH,72.7 %RH
1267,2014-07-22 23:10:57,21.067 °C,21.056 °C,72.7 %RH,72.7 %RH
1268,2014-07-22 23:11:27,21.064 °C,21.058 °C,72.7 %RH,72.7 %RH
1269,2014-07-22 23:11:57,21.061 °C,21.058 °C,72.7 %RH,72.7 %RH
1270,2014-07-22 23:12:27,21.060 °C,21.057 °C,72.7 %RH,72.7 %RH
1271,2014-07-22 23:12:57,21.058 °C,21.054 °C,72.7 %RH,72.7 %RH
1272,2014-07-22 23:13:27,21.058 °C,21.051 °C,72.7 %RH,72.7 %RH
1273,2014-07-22 23:13:57,21.057 °C,21.053 °C,72.7 %RH,72.7 %RH
1274,2014-07-22 23:14:27,21.054 °C,21.050 °C,72.7 %RH,72.7 %RH
1275,2014-07-22 23:14:57,21.054 °C,21.048 °C,72.7 %RH,72.7 %RH
1276,2014-07-22 23:15:27,21.053 °C,21.047 °C,72.7 %RH,72.7 %RH
1277,2014-07-22 23:15:57,21.048 °C,21.043 °C,72.7 %RH,72.7 %RH
1278,2014-07-22 23:16:27,21.047 °C,21.043 °C,72.7 %RH,72.7 %RH
1279,2014-07-22 23:16:57,21.045 °C,21.041 °C,72.7 %RH,72.7 %RH
1280,2014-07-22 23:17:27,21.045 °C,21.040 °C,72.7 %RH,72.7 %RH
1281,2014-07-22 23:17:57,21.043 °C,21.035 °C,72.7 %RH,72.7 %RH
1282,2014-07-22 23:18:27,21.038 °C,21.035 °C,72.7 %RH,72.7 %RH
1283,2014-07-22 23:18:57,21.038 °C,21.035 °C,72.7 %RH,72.7 %RH
1284,2014-07-22 23:19:27,21.037 °C,21.034 °C,72.7 %RH,72.7 %RH
1285,2014-07-22 23:19:57,21.035 °C,21.031 °C,72.7 %RH,72.7 %RH
1286,2014-07-22 23:20:27,21.034 °C,21.030 °C,72.7 %RH,72.7 %RH
1287,2014-07-22 23:20:57,21.031 °C,21.028 °C,72.7 %RH,72.7 %RH
1288,2014-07-22 23:21:27,21.030 °C,21.025 °C,72.7 %RH,72.7 %RH
1289,2014-07-22 23:21:57,21.028 °C,21.027 °C,72.7 %RH,72.7 %RH
1290,2014-07-22 23:22:27,21.028 °C,21.025 °C,73.0 %RH,72.7 %RH
1291,2014-07-22 23:22:57,21.027 °C,21.022 °C,73.0 %RH,72.7 %RH
1292,2014-07-22 23:23:27,21.022 °C,21.020 °C,73.0 %RH,73.0 %RH
1293,2014-07-22 23:23:57,21.022 °C,21.015 °C,73.0 %RH,72.7 %RH
1294,2014-07-22 23:24:27,21.022 °C,21.018 °C,73.0 %RH,72.7 %RH
1295,2014-07-22 23:24:57,21.018 °C,21.017 °C,73.0 %RH,72.7 %RH
1296,2014-07-22 23:25:27,21.018 °C,21.015 °C,72.7 %RH,72.7 %RH
1297,2014-07-22 23:25:57,21.018 °C,21.017 °C,72.7 %RH,72.7 %RH
1298,2014-07-22 23:26:27,21.015 °C,21.009 °C,72.7 %RH,72.7 %RH
1299,2014-07-22 23:26:57,21.014 °C,21.009 °C,72.7 %RH,72.7 %RH
1300,2014-07-22 23:27:27,21.011 °C,21.009 °C,72.7 %RH,72.7 %RH
1301,2014-07-22 23:27:57,21.011 °C,21.007 °C,72.7 %RH,72.7 %RH
1302,2014-07-22 23:28:27,21.009 °C,21.005 °C,72.7 %RH,72.7 %RH
1303,2014-07-22 23:28:57,21.007 °C,21.002 °C,72.7 %RH,72.7 %RH
1304,2014-07-22 23:29:27,21.004 °C,21.002 °C,72.7 %RH,72.7 %RH
1305,2014-07-22 23:29:57,21.004 °C,21.001 °C,72.7 %RH,72.7 %RH
1306,2014-07-22 23:30:27,21.002 °C,20.997 °C,72.7 %RH,72.7 %RH
1307,2014-07-22 23:30:57,21.001 °C,20.998 °C,72.7 %RH,72.7 %RH
